userId,acc
0,0.8511637512055583
1,0.7760740835845317
2,0.7744454138613993
3,0.7820714229629153
4,0.66880259472212
5,0.8300830873665116
6,0.8673287053262034
7,0.8248126647598165
8,0.8305200965805624
9,0.8198984614136016
10,0.5506372869087252
11,0.7564842508754868
12,0.8022888469751235
13,0.5307996473709742
14,0.7780442631511546
15,0.6248154150588172
16,0.8579105167968956
17,0.5717289215880014
18,0.7194487676511403
19,0.8644552595085568
20,0.459518302796465
21,0.6688377822589393
22,0.7146648306138159
23,0.8241814111231589
24,0.7164520031681247
25,0.5365799476703008
26,0.8309329266349474
27,0.836974539025179
28,0.7557402067346337
29,0.817627206791279
30,0.7681772714736416
31,0.7689519987131158
32,0.7239652380588617
33,0.7690581328318856
34,0.7238081518046382
35,0.832893673652484
36,0.5374348546911335
37,0.8329974023004373
38,0.7224809407226501
39,0.7523676405350367
40,0.5072656498352687
41,0.8268181338669762
42,0.798733230266306
43,0.6922290141409543
44,0.5901256340119975
45,0.3387205469899061
46,0.8408893448385325
47,0.8036849177551508
48,0.8150371714138691
49,0.7788199668013772
50,0.7767389006912708
51,0.7261118026851099
52,0.7809807469607214
53,0.8277527655164401
54,0.8853130714098613
55,0.6895160051572382
56,0.6431133688505118
57,0.7821154176597829
58,0.7950321369234571
59,0.590113471874169
60,0.6018090569586666
61,0.8075574167780928
62,0.7094024570316685
63,0.8165344397226969
64,0.8261468429374957
65,0.6955190495802805
66,0.8487961317102114
67,0.5837606505525332
68,0.7437949169904758
69,0.6915061416817301
70,0.8460185711068668
71,0.7182307004235512
72,0.7041450473802542
73,0.750933266887369
74,0.7284752355019252
75,0.8566716709013643
76,0.6291996157831615
77,0.7574406826425166
78,0.7390126645244578
79,0.8358920584950181
80,0.7447043140960294
81,0.8599447080981261
82,0.6104120012084242
83,0.5221231557348722
84,0.5998363605676553
85,0.809763463627961
86,0.0690555831806808
87,0.7621254320530331
88,0.3272623620809071
89,0.7874522447144544
90,0.8656480185913317
91,0.39926434854666387
92,0.5039635855817434
93,0.7943632855774865
94,0.7629594929792263
95,0.8050167288922478
96,0.8870029192724268
97,0.7771465537448724
98,0.50977897077706
99,0.7828519946258319
100,0.8629083931914665
101,0.26974418010525025
102,0.7795105090607768
103,0.726618815375411
104,0.8502728952899005
105,0.8478984736593057
106,0.830655761247824
107,0.5852022436825005
108,0.8310952601118833
109,0.7258574298893412
110,0.8239561054261698
111,0.7541113731761774
112,0.5864731590537464
113,0.7542533320533176
114,0.8234119879310591
115,0.7696226605380228
116,0.6814085016156187
117,0.8219551691297619
118,0.8029082079255392
119,0.7675761924218879
120,0.8093270074438166
121,0.5644732078439311
122,0.7964654258746457
123,0.9021645244480908
124,0.8711916905053905
125,0.6401648908074385
126,0.8357154219143692
127,0.8240849827275132
128,0.8314867875055422
129,0.6923038849492131
130,0.6639338315543482
131,0.7636963759133878
132,0.6128705522301151
133,0.4385078750781457
134,0.6596578264520282
135,0.5371615503778323
136,0.8327404347620596
137,0.8621354382771712
138,0.7286238438823597
139,0.7287036841565913
140,0.6921926695799482
141,0.6921440927272148
142,0.654163516765716
143,0.588791850178192
144,0.6134743456147675
145,0.6922571570590628
146,0.8042984484245007
147,0.7621515484080992
148,0.80457193630135
149,0.8360187803320159
150,0.7640453266785319
151,0.7660702148245441
152,0.7111434055826602
153,0.7252881463729973
154,0.5249587544240057
155,0.8566206441269264
156,0.8108443489631204
157,0.822307558899576
158,0.8595082434239211
159,0.8536575689911843
160,0.8582327044772781
161,0.7714780308654375
162,0.41915340371787474
