userId,acc
0,0.8824249072989766
1,0.8012862570689658
2,0.7828638417451566
3,0.77022729033017
4,0.7044540373025572
5,0.8551064286226452
6,0.8924840356095349
7,0.8396098189446064
8,0.8414325602114118
9,0.8335404920011168
10,0.6070567608660287
11,0.8006437595208501
12,0.8523948716163496
13,0.590748303362875
14,0.7927240187500689
15,0.715345947866375
16,0.8652334470423187
17,0.7098580809915556
18,0.742725092345727
19,0.8534534814415465
20,0.5334661474497188
21,0.7129620149550089
22,0.724559861958238
23,0.8483879403106153
24,0.7427747390711708
25,0.7267887858987381
26,0.8356207877099457
27,0.8361381489354588
28,0.7490270248379716
29,0.7839997693336349
30,0.805898261093446
31,0.7940509553698017
32,0.7340576778891267
33,0.795374395368507
34,0.7482134221984522
35,0.8058558769514717
36,0.6870140446703714
37,0.8577095726804294
38,0.7491773584050391
39,0.757122199743693
40,0.5742928710916161
41,0.8512411124394166
42,0.8626299803735186
43,0.7759743924754952
44,0.6730742976082924
45,0.7120257289851737
46,0.8748816869669991
47,0.8347602916621023
48,0.8125476073577743
49,0.801797002841607
50,0.8054846534886824
51,0.7310380145719273
52,0.8370363060876557
53,0.8688339862172472
54,0.8877596503214528
55,0.7079052088437867
56,0.7691358075786211
57,0.8400443056304826
58,0.6829080637853309
59,0.6096773102466752
60,0.7181050315053784
61,0.8175697197113602
62,0.7495345952917424
63,0.8551862057049072
64,0.8326656910203969
65,0.7359765875879888
66,0.8509174269686216
67,0.5847863372148541
68,0.7699437535051282
69,0.7610928722399165
70,0.8991989706433607
71,0.7112341900847022
72,0.7551803563671506
73,0.7587304254814913
74,0.759078699797169
75,0.8819073998551943
76,0.7056643262942989
77,0.7875833474393924
78,0.7964609007726855
79,0.8328707184090925
80,0.8093192176977498
81,0.8766955776842017
82,0.6786206373934867
83,0.5906354112711812
84,0.5527874682478942
85,0.8275019409493356
86,0.5156456133586306
87,0.7706493010079556
88,0.6869994106431304
89,0.8063297693549725
90,0.9224378400239513
91,0.6037498277653688
92,0.6246241244837499
93,0.8661637261927039
94,0.7857762709008133
95,0.8196487812662473
96,0.8975895713596032
97,0.7380350894724634
98,0.615296501235253
99,0.7867067083198022
100,0.8920738449174441
101,0.6731505140620841
102,0.8055531876503815
103,0.7623271763905752
104,0.8563387783717219
105,0.8799589604849357
106,0.8794716655661117
107,0.6550639676155312
108,0.8827440013587371
109,0.7683703387963179
110,0.8740026571381283
111,0.7637466282917333
112,0.7812563215283282
113,0.7995252897295643
114,0.8489958813923547
115,0.8032300130613556
116,0.7111676074256998
117,0.8158744068584205
118,0.8095864302172119
119,0.7889622739257387
120,0.8400942324050112
121,0.6337070839625347
122,0.8313879514228326
123,0.9011197011001739
124,0.8777382349397603
125,0.6824000820506365
126,0.8391436452986532
127,0.8351202261156406
128,0.8460781978374474
